"","Product","Month","value"
"423","Hens eggs (10 dozen)","1987M09",6.41
"424","Milk (per litre), actual butterfat","1987M10",0.241
"425","Milk (per litre), 3.7% butterfat","1987M10",0.23
"426","Hens eggs (10 dozen)","1987M10",6.07
"427","Milk (per litre), actual butterfat","1987M11",0.243
"428","Milk (per litre), 3.7% butterfat","1987M11",0.231
"429","Hens eggs (10 dozen)","1987M11",6.32
"430","Milk (per litre), actual butterfat","1987M12",0.236
"431","Milk (per litre), 3.7% butterfat","1987M12",0.234
"432","Hens eggs (10 dozen)","1987M12",6.6
"433","Milk (per litre), actual butterfat","1988M01",0.25
"434","Milk (per litre), 3.7% butterfat","1988M01",0.251
"435","Hens eggs (10 dozen)","1988M01",6.39
"436","Milk (per litre), actual butterfat","1988M02",0.24
"437","Milk (per litre), 3.7% butterfat","1988M02",0.245
"438","Hens eggs (10 dozen)","1988M02",6.21
"439","Milk (per litre), actual butterfat","1988M03",0.231
"440","Milk (per litre), 3.7% butterfat","1988M03",0.241
"441","Hens eggs (10 dozen)","1988M03",5.94
"442","Milk (per litre), actual butterfat","1988M04",0.234
"443","Milk (per litre), 3.7% butterfat","1988M04",0.246
"444","Hens eggs (10 dozen)","1988M04",5.68
"445","Milk (per litre), actual butterfat","1988M05",0.239
"446","Milk (per litre), 3.7% butterfat","1988M05",0.253
"447","Hens eggs (10 dozen)","1988M05",5.41
"448","Milk (per litre), actual butterfat","1988M06",0.243
"449","Milk (per litre), 3.7% butterfat","1988M06",0.255
"450","Hens eggs (10 dozen)","1988M06",5.08
"451","Milk (per litre), actual butterfat","1988M07",0.248
"452","Milk (per litre), 3.7% butterfat","1988M07",0.256
"453","Hens eggs (10 dozen)","1988M07",5.8
"454","Milk (per litre), actual butterfat","1988M08",0.255
"455","Milk (per litre), 3.7% butterfat","1988M08",0.26
"456","Hens eggs (10 dozen)","1988M08",6.16
"457","Milk (per litre), actual butterfat","1988M09",0.273
"458","Milk (per litre), 3.7% butterfat","1988M09",0.27
"459","Hens eggs (10 dozen)","1988M09",6.63
"460","Milk (per litre), actual butterfat","1988M10",0.282
"461","Milk (per litre), 3.7% butterfat","1988M10",0.268
"462","Hens eggs (10 dozen)","1988M10",6.63
"463","Milk (per litre), actual butterfat","1988M11",0.284
"464","Milk (per litre), 3.7% butterfat","1988M11",0.269
"465","Hens eggs (10 dozen)","1988M11",7.01
"466","Milk (per litre), actual butterfat","1988M12",0.276
"467","Milk (per litre), 3.7% butterfat","1988M12",0.272
"468","Hens eggs (10 dozen)","1988M12",6.87
"469","Milk (per litre), actual butterfat","1989M01",0.276
"470","Milk (per litre), 3.7% butterfat","1989M01",0.279
"471","Hens eggs (10 dozen)","1989M01",6.37
"472","Milk (per litre), actual butterfat","1989M02",0.269
"473","Milk (per litre), 3.7% butterfat","1989M02",0.278
"474","Hens eggs (10 dozen)","1989M02",6.32
"475","Milk (per litre), actual butterfat","1989M03",0.267
"476","Milk (per litre), 3.7% butterfat","1989M03",0.279
"477","Hens eggs (10 dozen)","1989M03",6.32
"478","Milk (per litre), actual butterfat","1989M04",0.272
"479","Milk (per litre), 3.7% butterfat","1989M04",0.284
"480","Hens eggs (10 dozen)","1989M04",6.63
"481","Milk (per litre), actual butterfat","1989M05",0.281
"482","Milk (per litre), 3.7% butterfat","1989M05",0.297
"483","Hens eggs (10 dozen)","1989M05",6.76
"484","Milk (per litre), actual butterfat","1989M06",0.281
"485","Milk (per litre), 3.7% butterfat","1989M06",0.295
"486","Hens eggs (10 dozen)","1989M06",6.79
"487","Milk (per litre), actual butterfat","1989M07",0.279
"488","Milk (per litre), 3.7% butterfat","1989M07",0.291
"489","Hens eggs (10 dozen)","1989M07",6.82
"490","Milk (per litre), actual butterfat","1989M08",0.286
"491","Milk (per litre), 3.7% butterfat","1989M08",0.292
"492","Hens eggs (10 dozen)","1989M08",7.26
"493","Milk (per litre), actual butterfat","1989M09",0.295
"494","Milk (per litre), 3.7% butterfat","1989M09",0.293
"495","Hens eggs (10 dozen)","1989M09",8.09
"496","Milk (per litre), actual butterfat","1989M10",0.306
"497","Milk (per litre), 3.7% butterfat","1989M10",0.293
"498","Hens eggs (10 dozen)","1989M10",7.96
"499","Milk (per litre), actual butterfat","1989M11",0.311
"500","Milk (per litre), 3.7% butterfat","1989M11",0.292
"501","Hens eggs (10 dozen)","1989M11",8.22
"502","Milk (per litre), actual butterfat","1989M12",0.303
"503","Milk (per litre), 3.7% butterfat","1989M12",0.296
"504","Hens eggs (10 dozen)","1989M12",8.38
"505","Milk (per litre), actual butterfat","1990M01",0.297
"506","Milk (per litre), 3.7% butterfat","1990M01",0.301
"507","Hens eggs (10 dozen)","1990M01",8.39
"508","Milk (per litre), actual butterfat","1990M02",0.283
"509","Milk (per litre), 3.7% butterfat","1990M02",0.291
"510","Hens eggs (10 dozen)","1990M02",7.77
"511","Milk (per litre), actual butterfat","1990M03",0.248
"512","Milk (per litre), 3.7% butterfat","1990M03",0.256
"513","Hens eggs (10 dozen)","1990M03",7.59
"514","Milk (per litre), actual butterfat","1990M04",0.239
"515","Milk (per litre), 3.7% butterfat","1990M04",0.25
"516","Hens eggs (10 dozen)","1990M04",7.54
"517","Milk (per litre), actual butterfat","1990M05",0.239
"518","Milk (per litre), 3.7% butterfat","1990M05",0.251
"519","Hens eggs (10 dozen)","1990M05",7.31
"520","Milk (per litre), actual butterfat","1990M06",0.237
"521","Milk (per litre), 3.7% butterfat","1990M06",0.249
"522","Hens eggs (10 dozen)","1990M06",7.12
"523","Milk (per litre), actual butterfat","1990M07",0.239
"524","Milk (per litre), 3.7% butterfat","1990M07",0.248
"525","Hens eggs (10 dozen)","1990M07",7.15
"526","Milk (per litre), actual butterfat","1990M08",0.237
"527","Milk (per litre), 3.7% butterfat","1990M08",0.244
"528","Hens eggs (10 dozen)","1990M08",6.98
"529","Milk (per litre), actual butterfat","1990M09",0.241
"530","Milk (per litre), 3.7% butterfat","1990M09",0.239
"531","Hens eggs (10 dozen)","1990M09",7.02
"532","Milk (per litre), actual butterfat","1990M10",0.249
"533","Milk (per litre), 3.7% butterfat","1990M10",0.237
"534","Hens eggs (10 dozen)","1990M10",7.02
"535","Milk (per litre), actual butterfat","1990M11",0.251
"536","Milk (per litre), 3.7% butterfat","1990M11",0.237
"537","Hens eggs (10 dozen)","1990M11",7.15
"538","Milk (per litre), actual butterfat","1990M12",0.246
"539","Milk (per litre), 3.7% butterfat","1990M12",0.241
"540","Hens eggs (10 dozen)","1990M12",7.25
"541","Milk (per litre), actual butterfat","1991M01",0.241
"542","Milk (per litre), 3.7% butterfat","1991M01",0.243
"543","Hens eggs (10 dozen)","1991M01",7.05
"544","Milk (per litre), actual butterfat","1991M02",0.239
"545","Milk (per litre), 3.7% butterfat","1991M02",0.244
"546","Hens eggs (10 dozen)","1991M02",6.86
"547","Milk (per litre), actual butterfat","1991M03",0.225
"548","Milk (per litre), 3.7% butterfat","1991M03",0.235
"549","Hens eggs (10 dozen)","1991M03",6.98
"550","Milk (per litre), actual butterfat","1991M04",0.226
"551","Milk (per litre), 3.7% butterfat","1991M04",0.237
"552","Hens eggs (10 dozen)","1991M04",6.88
"553","Milk (per litre), actual butterfat","1991M05",0.229
"554","Milk (per litre), 3.7% butterfat","1991M05",0.241
"555","Hens eggs (10 dozen)","1991M05",6.74
"556","Milk (per litre), actual butterfat","1991M06",0.23
"557","Milk (per litre), 3.7% butterfat","1991M06",0.241
"558","Hens eggs (10 dozen)","1991M06",6.62
"559","Milk (per litre), actual butterfat","1991M07",0.229
"560","Milk (per litre), 3.7% butterfat","1991M07",0.236
"561","Hens eggs (10 dozen)","1991M07",6.62
"562","Milk (per litre), actual butterfat","1991M08",0.23
"563","Milk (per litre), 3.7% butterfat","1991M08",0.235
"564","Hens eggs (10 dozen)","1991M08",6.73
"565","Milk (per litre), actual butterfat","1991M09",0.248
"566","Milk (per litre), 3.7% butterfat","1991M09",0.246
"567","Hens eggs (10 dozen)","1991M09",6.81
"568","Milk (per litre), actual butterfat","1991M10",0.264
"569","Milk (per litre), 3.7% butterfat","1991M10",0.253
"570","Hens eggs (10 dozen)","1991M10",6.6
"571","Milk (per litre), actual butterfat","1991M11",0.267
"572","Milk (per litre), 3.7% butterfat","1991M11",0.251
"573","Hens eggs (10 dozen)","1991M11",7.09
"574","Milk (per litre), actual butterfat","1991M12",0.254
"575","Milk (per litre), 3.7% butterfat","1991M12",0.25
"576","Hens eggs (10 dozen)","1991M12",7.15
"577","Milk (per litre), actual butterfat","1992M01",0.251
"578","Milk (per litre), 3.7% butterfat","1992M01",0.255
"579","Hens eggs (10 dozen)","1992M01",6.89
"580","Milk (per litre), actual butterfat","1992M02",0.245
"581","Milk (per litre), 3.7% butterfat","1992M02",0.251
"582","Hens eggs (10 dozen)","1992M02",6.44
"583","Milk (per litre), actual butterfat","1992M03",0.241
"584","Milk (per litre), 3.7% butterfat","1992M03",0.25
"585","Hens eggs (10 dozen)","1992M03",6.23
"586","Milk (per litre), actual butterfat","1992M04",0.246
"587","Milk (per litre), 3.7% butterfat","1992M04",0.258
"588","Hens eggs (10 dozen)","1992M04",6.08
"589","Milk (per litre), actual butterfat","1992M05",0.249
"590","Milk (per litre), 3.7% butterfat","1992M05",0.262
"591","Hens eggs (10 dozen)","1992M05",5.83
"592","Milk (per litre), actual butterfat","1992M06",0.25
"593","Milk (per litre), 3.7% butterfat","1992M06",0.263
"594","Hens eggs (10 dozen)","1992M06",5.71
"595","Milk (per litre), actual butterfat","1992M07",0.251
"596","Milk (per litre), 3.7% butterfat","1992M07",0.26
"597","Hens eggs (10 dozen)","1992M07",5.52
"598","Milk (per litre), actual butterfat","1992M08",0.259
"599","Milk (per litre), 3.7% butterfat","1992M08",0.264
"600","Hens eggs (10 dozen)","1992M08",5.56
"601","Milk (per litre), actual butterfat","1992M09",0.27
"602","Milk (per litre), 3.7% butterfat","1992M09",0.268
"603","Hens eggs (10 dozen)","1992M09",5.97
"604","Milk (per litre), actual butterfat","1992M10",0.281
"605","Milk (per litre), 3.7% butterfat","1992M10",0.27
"606","Hens eggs (10 dozen)","1992M10",6.35
"607","Milk (per litre), actual butterfat","1992M11",0.287
"608","Milk (per litre), 3.7% butterfat","1992M11",0.272
"609","Hens eggs (10 dozen)","1992M11",5.83
"610","Milk (per litre), actual butterfat","1992M12",0.268
"611","Milk (per litre), 3.7% butterfat","1992M12",0.262
"612","Hens eggs (10 dozen)","1992M12",5.82
"613","Milk (per litre), actual butterfat","1993M01",0.265
"614","Milk (per litre), 3.7% butterfat","1993M01",0.268
"615","Hens eggs (10 dozen)","1993M01",5.7
"616","Milk (per litre), actual butterfat","1993M02",0.259
"617","Milk (per litre), 3.7% butterfat","1993M02",0.268
"618","Hens eggs (10 dozen)","1993M02",5.57
"619","Milk (per litre), actual butterfat","1993M03",0.264
"620","Milk (per litre), 3.7% butterfat","1993M03",0.274
"621","Hens eggs (10 dozen)","1993M03",5.85
"622","Milk (per litre), actual butterfat","1993M04",0.267
"623","Milk (per litre), 3.7% butterfat","1993M04",0.281
"624","Hens eggs (10 dozen)","1993M04",5.93
"625","Milk (per litre), actual butterfat","1993M05",0.27
"626","Milk (per litre), 3.7% butterfat","1993M05",0.284
"627","Hens eggs (10 dozen)","1993M05",5.88
"628","Milk (per litre), actual butterfat","1993M06",0.272
"629","Milk (per litre), 3.7% butterfat","1993M06",0.283
"630","Hens eggs (10 dozen)","1993M06",5.87
"631","Milk (per litre), actual butterfat","1993M07",0.273
"632","Milk (per litre), 3.7% butterfat","1993M07",0.283
"633","Hens eggs (10 dozen)","1993M07",5.89
"634","Milk (per litre), actual butterfat","1993M08",0.277
"635","Milk (per litre), 3.7% butterfat","1993M08",0.284
"636","Hens eggs (10 dozen)","1993M08",5.98
"637","Milk (per litre), actual butterfat","1993M09",0.291
"638","Milk (per litre), 3.7% butterfat","1993M09",0.288
"639","Hens eggs (10 dozen)","1993M09",6.23
"640","Milk (per litre), actual butterfat","1993M10",0.303
"641","Milk (per litre), 3.7% butterfat","1993M10",0.29
"642","Hens eggs (10 dozen)","1993M10",6.26
"643","Milk (per litre), actual butterfat","1993M11",0.307
"644","Milk (per litre), 3.7% butterfat","1993M11",0.291
"645","Hens eggs (10 dozen)","1993M11",6.23
"646","Milk (per litre), actual butterfat","1993M12",0.293
"647","Milk (per litre), 3.7% butterfat","1993M12",0.287
"648","Hens eggs (10 dozen)","1993M12",6.73
"649","Milk (per litre), actual butterfat","1994M01",0.284
"650","Milk (per litre), 3.7% butterfat","1994M01",0.288
"651","Hens eggs (10 dozen)","1994M01",6.64
"652","Milk (per litre), actual butterfat","1994M02",0.276
"653","Milk (per litre), 3.7% butterfat","1994M02",0.283
"654","Hens eggs (10 dozen)","1994M02",6.59
"655","Milk (per litre), actual butterfat","1994M03",0.265
"656","Milk (per litre), 3.7% butterfat","1994M03",0.274
"657","Hens eggs (10 dozen)","1994M03",6.62
"658","Milk (per litre), actual butterfat","1994M04",0.265
"659","Milk (per litre), 3.7% butterfat","1994M04",0.277
"660","Hens eggs (10 dozen)","1994M04",6.6
"661","Milk (per litre), actual butterfat","1994M05",0.268
"662","Milk (per litre), 3.7% butterfat","1994M05",0.281
"663","Hens eggs (10 dozen)","1994M05",6.56
"664","Milk (per litre), actual butterfat","1994M06",0.265
"665","Milk (per litre), 3.7% butterfat","1994M06",0.281
"666","Hens eggs (10 dozen)","1994M06",5.87
"667","Milk (per litre), actual butterfat","1994M07",0.267
"668","Milk (per litre), 3.7% butterfat","1994M07",0.281
"669","Hens eggs (10 dozen)","1994M07",5.79
"670","Milk (per litre), actual butterfat","1994M08",0.273
"671","Milk (per litre), 3.7% butterfat","1994M08",0.281
"672","Hens eggs (10 dozen)","1994M08",6.11
"673","Milk (per litre), actual butterfat","1994M09",0.284
"674","Milk (per litre), 3.7% butterfat","1994M09",0.283
"675","Hens eggs (10 dozen)","1994M09",6.12
"676","Milk (per litre), actual butterfat","1994M10",0.298
"677","Milk (per litre), 3.7% butterfat","1994M10",0.287
"678","Hens eggs (10 dozen)","1994M10",6.12
"679","Milk (per litre), actual butterfat","1994M11",0.3
"680","Milk (per litre), 3.7% butterfat","1994M11",0.283
"681","Hens eggs (10 dozen)","1994M11",6.13
"682","Milk (per litre), actual butterfat","1994M12",0.278
"683","Milk (per litre), 3.7% butterfat","1994M12",0.273
"684","Hens eggs (10 dozen)","1994M12",6.12
"685","Milk (per litre), actual butterfat","1995M01",0.286
"686","Milk (per litre), 3.7% butterfat","1995M01",0.287
"687","Hens eggs (10 dozen)","1995M01",6.09
"688","Milk (per litre), actual butterfat","1995M02",0.278
"689","Milk (per litre), 3.7% butterfat","1995M02",0.286
"690","Hens eggs (10 dozen)","1995M02",6.07
"691","Milk (per litre), actual butterfat","1995M03",0.269
"692","Milk (per litre), 3.7% butterfat","1995M03",0.278
"693","Hens eggs (10 dozen)","1995M03",6.08
"694","Milk (per litre), actual butterfat","1995M04",0.284
"695","Milk (per litre), 3.7% butterfat","1995M04",0.296
"696","Hens eggs (10 dozen)","1995M04",6.03
"697","Milk (per litre), actual butterfat","1995M05",0.29
"698","Milk (per litre), 3.7% butterfat","1995M05",0.303
"699","Hens eggs (10 dozen)","1995M05",5.99
"700","Milk (per litre), actual butterfat","1995M06",0.29
"701","Milk (per litre), 3.7% butterfat","1995M06",0.302
"702","Hens eggs (10 dozen)","1995M06",5.92
"703","Milk (per litre), actual butterfat","1995M07",0.288
"704","Milk (per litre), 3.7% butterfat","1995M07",0.298
"705","Hens eggs (10 dozen)","1995M07",5.88
"706","Milk (per litre), actual butterfat","1995M08",0.29
"707","Milk (per litre), 3.7% butterfat","1995M08",0.297
"708","Hens eggs (10 dozen)","1995M08",5.88
"709","Milk (per litre), actual butterfat","1995M09",0.302
"710","Milk (per litre), 3.7% butterfat","1995M09",0.3
"711","Hens eggs (10 dozen)","1995M09",5.93
"712","Milk (per litre), actual butterfat","1995M10",0.323
"713","Milk (per litre), 3.7% butterfat","1995M10",0.31
"714","Hens eggs (10 dozen)","1995M10",6.01
"715","Milk (per litre), actual butterfat","1995M11",0.331
"716","Milk (per litre), 3.7% butterfat","1995M11",0.315
"717","Hens eggs (10 dozen)","1995M11",6.16
"718","Milk (per litre), actual butterfat","1995M12",0.315
"719","Milk (per litre), 3.7% butterfat","1995M12",0.307
"720","Hens eggs (10 dozen)","1995M12",6.35
"721","Milk (per litre), actual butterfat","1996M01",0.307
"722","Milk (per litre), 3.7% butterfat","1996M01",0.31
"723","Hens eggs (10 dozen)","1996M01",6.32
"724","Milk (per litre), actual butterfat","1996M02",0.3
"725","Milk (per litre), 3.7% butterfat","1996M02",0.306
"726","Hens eggs (10 dozen)","1996M02",6.59
"727","Milk (per litre), actual butterfat","1996M03",0.293
"728","Milk (per litre), 3.7% butterfat","1996M03",0.303
"729","Hens eggs (10 dozen)","1996M03",6.96
"730","Milk (per litre), actual butterfat","1996M04",0.286
"731","Milk (per litre), 3.7% butterfat","1996M04",0.296
"732","Hens eggs (10 dozen)","1996M04",6.83
"733","Milk (per litre), actual butterfat","1996M05",0.288
"734","Milk (per litre), 3.7% butterfat","1996M05",0.303
"735","Hens eggs (10 dozen)","1996M05",6.83
"736","Milk (per litre), actual butterfat","1996M06",0.29
"737","Milk (per litre), 3.7% butterfat","1996M06",0.302
"738","Hens eggs (10 dozen)","1996M06",6.89
"739","Milk (per litre), actual butterfat","1996M07",0.29
"740","Milk (per litre), 3.7% butterfat","1996M07",0.3
"741","Hens eggs (10 dozen)","1996M07",6.63
"742","Milk (per litre), actual butterfat","1996M08",0.293
"743","Milk (per litre), 3.7% butterfat","1996M08",0.298
"744","Hens eggs (10 dozen)","1996M08",6.93
"745","Milk (per litre), actual butterfat","1996M09",0.302
"746","Milk (per litre), 3.7% butterfat","1996M09",0.3
"747","Hens eggs (10 dozen)","1996M09",7.42
"748","Milk (per litre), actual butterfat","1996M10",0.312
"749","Milk (per litre), 3.7% butterfat","1996M10",0.295
"750","Hens eggs (10 dozen)","1996M10",6.87
"751","Milk (per litre), actual butterfat","1996M11",0.317
"752","Milk (per litre), 3.7% butterfat","1996M11",0.3
"753","Hens eggs (10 dozen)","1996M11",6.87
"754","Milk (per litre), actual butterfat","1996M12",0.3
"755","Milk (per litre), 3.7% butterfat","1996M12",0.293
"756","Hens eggs (10 dozen)","1996M12",6.82
"757","Milk (per litre), actual butterfat","1997M01",0.277
"758","Milk (per litre), 3.7% butterfat","1997M01",0.273
"759","Hens eggs (10 dozen)","1997M01",6.92
"760","Milk (per litre), actual butterfat","1997M02",0.268
"761","Milk (per litre), 3.7% butterfat","1997M02",0.274
"762","Hens eggs (10 dozen)","1997M02",6.91
"763","Milk (per litre), actual butterfat","1997M03",0.258
"764","Milk (per litre), 3.7% butterfat","1997M03",0.267
"765","Hens eggs (10 dozen)","1997M03",6.91
"766","Milk (per litre), actual butterfat","1997M04",0.262
"767","Milk (per litre), 3.7% butterfat","1997M04",0.274
"768","Hens eggs (10 dozen)","1997M04",6.84
"769","Milk (per litre), actual butterfat","1997M05",0.265
"770","Milk (per litre), 3.7% butterfat","1997M05",0.277
"771","Hens eggs (10 dozen)","1997M05",6.58
"772","Milk (per litre), actual butterfat","1997M06",0.264
"773","Milk (per litre), 3.7% butterfat","1997M06",0.274
"774","Hens eggs (10 dozen)","1997M06",6.58
"775","Milk (per litre), actual butterfat","1997M07",0.267
"776","Milk (per litre), 3.7% butterfat","1997M07",0.274
"777","Hens eggs (10 dozen)","1997M07",6.58
"778","Milk (per litre), actual butterfat","1997M08",0.273
"779","Milk (per litre), 3.7% butterfat","1997M08",0.276
"780","Hens eggs (10 dozen)","1997M08",6.58
"781","Milk (per litre), actual butterfat","1997M09",0.291
"782","Milk (per litre), 3.7% butterfat","1997M09",0.284
"783","Hens eggs (10 dozen)","1997M09",6.58
"784","Milk (per litre), actual butterfat","1997M10",0.305
"785","Milk (per litre), 3.7% butterfat","1997M10",0.288
"786","Hens eggs (10 dozen)","1997M10",6.27
"787","Milk (per litre), actual butterfat","1997M11",0.311
"788","Milk (per litre), 3.7% butterfat","1997M11",0.293
"789","Hens eggs (10 dozen)","1997M11",6.27
"790","Milk (per litre), actual butterfat","1997M12",0.292
"791","Milk (per litre), 3.7% butterfat","1997M12",0.284
"792","Hens eggs (10 dozen)","1997M12",6.26
"793","Milk (per litre), actual butterfat","1998M01",0.291
"794","Milk (per litre), 3.7% butterfat","1998M01",0.291
"795","Hens eggs (10 dozen)","1998M01",6.27
"796","Milk (per litre), actual butterfat","1998M02",0.278
"797","Milk (per litre), 3.7% butterfat","1998M02",0.282
"798","Hens eggs (10 dozen)","1998M02",6.3
"799","Milk (per litre), actual butterfat","1998M03",0.268
"800","Milk (per litre), 3.7% butterfat","1998M03",0.276
"801","Hens eggs (10 dozen)","1998M03",6.32
"802","Milk (per litre), actual butterfat","1998M04",0.278
"803","Milk (per litre), 3.7% butterfat","1998M04",0.286
"804","Hens eggs (10 dozen)","1998M04",6.32
"805","Milk (per litre), actual butterfat","1998M05",0.281
"806","Milk (per litre), 3.7% butterfat","1998M05",0.291
"807","Hens eggs (10 dozen)","1998M05",6.32
"808","Milk (per litre), actual butterfat","1998M06",0.283
"809","Milk (per litre), 3.7% butterfat","1998M06",0.291
"810","Hens eggs (10 dozen)","1998M06",6.32
"811","Milk (per litre), actual butterfat","1998M07",0.286
"812","Milk (per litre), 3.7% butterfat","1998M07",0.291
"813","Hens eggs (10 dozen)","1998M07",6.31
"814","Milk (per litre), actual butterfat","1998M08",0.291
"815","Milk (per litre), 3.7% butterfat","1998M08",0.292
"816","Hens eggs (10 dozen)","1998M08",6.31
"817","Milk (per litre), actual butterfat","1998M09",0.306
"818","Milk (per litre), 3.7% butterfat","1998M09",0.297
"819","Hens eggs (10 dozen)","1998M09",6.27
"820","Milk (per litre), actual butterfat","1998M10",0.321
"821","Milk (per litre), 3.7% butterfat","1998M10",0.3
"822","Hens eggs (10 dozen)","1998M10",6.27
"823","Milk (per litre), actual butterfat","1998M11",0.317
"824","Milk (per litre), 3.7% butterfat","1998M11",0.297
"825","Hens eggs (10 dozen)","1998M11",6.3
"826","Milk (per litre), actual butterfat","1998M12",0.301
"827","Milk (per litre), 3.7% butterfat","1998M12",0.291
"828","Hens eggs (10 dozen)","1998M12",6.25
"829","Milk (per litre), actual butterfat","1999M01",0.295
"830","Milk (per litre), 3.7% butterfat","1999M01",0.292
"831","Hens eggs (10 dozen)","1999M01",6.26
"832","Milk (per litre), actual butterfat","1999M02",0.284
"833","Milk (per litre), 3.7% butterfat","1999M02",0.286
"834","Hens eggs (10 dozen)","1999M02",6.25
"835","Milk (per litre), actual butterfat","1999M03",0.272
"836","Milk (per litre), 3.7% butterfat","1999M03",0.276
"837","Hens eggs (10 dozen)","1999M03",6.25
"838","Milk (per litre), actual butterfat","1999M04",0.274
"839","Milk (per litre), 3.7% butterfat","1999M04",0.279
"840","Hens eggs (10 dozen)","1999M04",6.12
"841","Milk (per litre), actual butterfat","1999M05",0.273
"842","Milk (per litre), 3.7% butterfat","1999M05",0.281
"843","Hens eggs (10 dozen)","1999M05",6.12
